0,"NAF1",old,"NAF2",new,Précisions sur la nature du lien,Commentaires  ,"Date 
modification","NAF 2
N liens","NAF 1
N liens",NAF 2 rang lien,NAF 1 rang lien
119,15.5D,Fabrication d'autres produits laitiers,10.51D,Fabrication d'autres produits laitiers,,,,0,0,1,1
120,15.5F,Fabrication de glaces et sorbets,10.52Z,Fabrication de glaces et sorbets,,,,0,0,1,1
121,15.6A,Meunerie,10.61A,Meunerie,,,,0,0,1,1
122,15.6B,Autres activités de travail des grains,10.61B,Autres activités du travail des grains,,,,0,0,1,1
123,15.6Dp,Fabrication de produits amylacés,10.62Z,Fabrication de produits amylacés,"CC : tout sauf NC
NC : préparation de succédanés du miel, sucres et mélasses caramélisés (CPA 02 : 15.13.12p)",,,0,1,1,1
146,15.6Dp,Fabrication de produits amylacés,10.89Zp,Fabrication d'autres produits alimentaires n.c.a.,"CA : préparation de succédanés du miel, sucres et mélasses caramélisés (CPA 02 : 15.13.12p)",,,1,1,3,2
151,15.7A,Fabrication d'aliments pour animaux de ferme,10.91Z,Fabrication d'aliments pour animaux de ferme,,,,0,0,1,1
152,15.7C,Fabrication d'aliments pour animaux de compagnie,10.92Z,Fabrication d'aliments pour animaux de compagnie,,,,0,0,1,1
124,15.8Ap,Fabrication industrielle de pain et de pâtisserie fraîche,10.71A,Fabrication industrielle de pain et de pâtisserie fraîche,"CC : tout sauf NC
NC : - fabrication industrielle de préparations périssables (sandwiches, pizzas fraîches) (CPA 02 : 15.81.12p) 
- fabrication de plats préparés à base de produits de boulangerie (quiches, pizzas, cuites dont surgelées, etc.) (CPA 02 : 15.81.12p)",,,0,1,1,1
140,15.8Ap,Fabrication industrielle de pain et de pâtisserie fraîche,10.85Zp,Fabrication de plats préparés,"CC : fabrication de plats préparés à base de produits de boulangerie (quiches, pizzas, cuites dont surgelées, etc.) (CPA 02 : 15.81.12p)",,,1,1,6,2
147,15.8Ap,Fabrication industrielle de pain et de pâtisserie fraîche,10.89Zp,Fabrication d'autres produits alimentaires n.c.a.,"CA : fabrication industrielle de préparations périssables (sandwiches, pizzas fraîches) (CPA 02 : 15.81.12p)",,,1,1,4,3
125,15.8Bp,Cuisson de produits de boulangerie,10.71B,Cuisson de produits de boulangerie,"CC : tout sauf NC
NC : - préparation et cuisson de pizzas à emporter ou livrer
- activité des ""camions pizza"" ",,,0,1,1,1
995,15.8Bp,Cuisson de produits de boulangerie,56.10Cp,Restauration de type rapide,"CA : - préparation et cuisson de pizzas à emporter ou livrer
- activité des ""camions pizza"" ",,,1,1,2,2
126,15.8Cp,Boulangerie et boulangerie-pâtisserie,10.71C,Boulangerie et boulangerie-pâtisserie,"CC : tout sauf NC
NC : - fabrication artisanale de préparations périssables (sandwiches, pizzas fraîches) (CPA 02 : 15.81.12p)",,,0,1,1,1
148,15.8Cp,Boulangerie et boulangerie-pâtisserie,10.89Zp,Fabrication d'autres produits alimentaires n.c.a.,"CA : fabrication artisanale de préparations périssables (sandwiches, pizzas fraîches) (CPA 02 : 15.81.12p) ",,,1,1,5,2
127,15.8Dp,Pâtisserie,10.71D,Pâtisserie,"CC : tout sauf NC
NC : - fabrication artisanale de préparations périssables (sandwiches, pizzas fraîches) (CPA 02 : 15.81.12p)",,,0,1,1,1
149,15.8Dp,Pâtisserie,10.89Zp,Fabrication d'autres produits alimentaires n.c.a.,"CA : fabrication artisanale de préparations périssables (sandwiches, pizzas fraîches) (CPA 02 : 15.81.12p) ",,,1,1,6,2
128,15.8F,"Biscotterie, biscuiterie, pâtisserie de conservation",10.72Z,"Fabrication de biscuits, biscottes et pâtisseries de conservation",,,,0,0,1,1
130,15.8H,Fabrication de sucre,10.81Z,Fabrication de sucre,,,,0,0,1,1
131,15.8K,"Chocolaterie, confiserie",10.82Z,"Fabrication de cacao, chocolat et de produits de confiserie",,,,0,0,1,1
129,15.8Mp,Fabrication de pâtes alimentaires,10.73Z,Fabrication de pâtes alimentaires,"CC : tout sauf NC
NC : fabrication de plats préparés à base de pâtes alimentaires (CPA 02 : 15.85.12p)",,,0,1,1,1
141,15.8Mp,Fabrication de pâtes alimentaires,10.85Zp,Fabrication de plats préparés,CC : fabrication de plats préparés à base de pâtes alimentaires (CPA 02 : 15.85.12p) ,,,1,1,7,2
132,15.8P,Transformation du thé et du café,10.83Z,Transformation du thé et du café,,,,0,0,1,1
134,15.8R,Fabrication de condiments et assaisonnements,10.84Zp,Fabrication de condiments et assaisonnements,"CC : tout sauf NC
NC : traitement du sel pour la production de sel de table (CPA 02 : 14.40.10p)",,,1,0,2,1
143,15.8T,Fabrication d'aliments adaptés à l'enfant et diététiques,10.86Z,Fabrication d'aliments homogénéisés et diététiques,,,,0,0,1,1
142,15.8Vp,Industries alimentaires n.c.a.,10.85Zp,Fabrication de plats préparés,CC : fabrication de plats préparés à base d'ovoproduits (CPA 02 : 15.89.12p),,,1,1,8,1
150,15.8Vp,Industries alimentaires n.c.a.,10.89Zp,Fabrication d'autres produits alimentaires n.c.a.,"CC : tout sauf NC
NC : - préparation d'extraits et jus de viandes, de poissons et d'autres animaux (CPA 02 : 15.13.12p)
- fabrication de préparations périssables (sandwiches, pizzas fraîches) (CPA 02 : 15.81.12p)
-  fabrication de plats préparés à base d'ovoproduits (CPA 02 : 15.89.12p)",,,1,1,7,2
153,15.9A,Production d'eaux de vie naturelles,11.01Zp,Production de boissons alcooliques distillées,,,,1,0,1,1
154,15.9B,Fabrication de spiritueux,11.01Zp,Production de boissons alcooliques distillées,,,,1,0,2,1
155,15.9Dp,Production d'alcool éthylique de fermentation,11.01Zp,Production de boissons alcooliques distillées,CA :  fabrication d'alcools neutres (CPA 02 : 15.92.11p),,,1,1,3,1
255,15.9Dp,Production d'alcool éthylique de fermentation,20.14Zp,Fabrication d'autres produits chimiques organiques de base,"CA :  - production d'alcool éthylique de fermentation (CPA 02 : 15.92.11p)
- fabrication d'alcool éthylique dénaturé (CPA 02 : 15.92.12)
NC : fabrication d'alcools neutres (CPA 02 : 15.92.11p)",,,1,1,1,2
158,15.9F,Champagnisation,11.02Ap,Fabrication de vins effervescents,,,,1,0,2,1
161,15.9G,Vinification,11.02Bp,Vinification,,,,1,0,2,1
163,15.9J,Cidrerie,11.03Z,Fabrication de cidre et de vins de fruits ,,,,0,0,1,1
164,15.9L,Production d'autres boissons fermentées,11.04Z,Production d'autres boissons fermentées non distillées,,,,0,0,1,1
165,15.9N,Brasserie,11.05Z,Fabrication de bière,,,,0,0,1,1
166,15.9Q,Malterie,11.06Z,Fabrication de malt,,,,0,0,1,1
167,15.9S,Industrie des eaux de table,11.07A,Industrie des eaux de table,,,,0,0,1,1
168,15.9T,Production de boissons rafraîchissantes,11.07B,Production de boissons rafraîchissantes,,,,0,0,1,1
169,16.0Z,Industrie du tabac,12.00Z,Fabrication de produits à base de tabac,,,,0,0,1,1
170,17.1A,Filature de l'industrie cotonnière,13.10Zp,Préparation de fibres textiles et filature,,,,1,0,1,1
171,17.1C,Filature de l'industrie lainière - cycle cardé,13.10Zp,Préparation de fibres textiles et filature,,,,1,0,2,1
172,17.1E,Préparation de la laine,13.10Zp,Préparation de fibres textiles et filature,,,,1,0,3,1
173,17.1F,Filature de l'industrie lainière - cycle peigné,13.10Zp,Préparation de fibres textiles et filature,,,,1,0,4,1
174,17.1H,Préparation et filature du lin,13.10Zp,Préparation de fibres textiles et filature,,,,1,0,5,1
175,17.1K,Moulinage et texturation de la soie et des textiles artificiels ou synthétiques,13.10Zp,Préparation de fibres textiles et filature,,,,1,0,6,1
176,17.1M,Fabrication de fils à coudre,13.10Zp,Préparation de fibres textiles et filature,,,,1,0,7,1
177,17.1P,Préparation et filature d'autres fibres,13.10Zp,Préparation de fibres textiles et filature,,,,1,0,8,1
178,17.2A,Tissage de l'industrie cotonnière,13.20Zp,Tissage,,,,1,0,1,1
179,17.2C,Tissage de l'industrie lainière - cycle cardé,13.20Zp,Tissage,,,,1,0,2,1
180,17.2E,Tissage de l'industrie lainière - cycle peigné,13.20Zp,Tissage,,,,1,0,3,1
181,17.2G,Tissage de soieries,13.20Zp,Tissage,,,,1,0,4,1
182,17.2J,Tissage d'autres textiles,13.20Zp,Tissage,,,,1,0,5,1
184,17.3Z,Ennoblissement textile,13.30Z,Ennoblissement textile,,,,0,0,1,1
187,17.4Ap,Fabrication de linge de maison et d'articles d'ameublement,13.92Zp,"Fabrication d'articles textiles, sauf habillement","C : tout sauf NC 
NC :  fabrication de draps chirurgicaux (CPA 02 : 17.40.XXp)",,,1,1,1,1
532,17.4Ap,Fabrication de linge de maison et d'articles d'ameublement,32.50Ap,Fabrication de matériel médico-chirurgical et dentaire,CA : fabrication de draps chirurgicaux (CPA 02 : 17.40.XXp),,,1,1,1,2
188,17.4Bp,Fabrication de petits articles textiles de literie,13.92Zp,"Fabrication d'articles textiles, sauf habillement","C : tout sauf NC 
NC :  fabrication de draps chirurgicaux (CPA 02 : 17.40.XXp)",,,1,1,2,1
533,17.4Bp,Fabrication de petits articles textiles de literie,32.50Ap,Fabrication de matériels médico-chirurgical et dentaire,CA : fabrication de draps chirurgicaux (CPA 02 : 17.40.XXp),,,1,1,2,2
189,17.4Cp,Fabrication d'autres articles confectionnés en textile,13.92Zp,"Fabrication d'articles textiles, sauf habillement","C : tout sauf NC
NC : -  fabrication d'articles textiles pour la chirurgie (CPA 02 : 17.40.XXp)
- réparation (CPA 02 : 17.40.90)",,,1,1,3,1
534,17.4Cp,Fabrication d'autres articles confectionnés en textile,32.50Ap,Fabrication de matériels médico-chirurgical et dentaire,CA : fabrication d'articles textiles pour la chirurgie (CPA 02 : 17.40.XXp),,,1,1,3,2
631,17.4Cp,Fabrication d'autres articles confectionnés en textile,33.19Zp,Réparation d'autres équipements,CA : réparation (CPA 02 : 17.40.90p),,,1,1,1,3
190,17.5A,Fabrication de tapis et moquettes,13.93Z,Fabrication de tapis et moquettes,,,,0,0,1,1
191,17.5Cp,"Ficellerie, corderie, fabrication de filets",13.94Z,"Fabrication de ficelles, cordes et filets","CC : tout sauf NC
NC : réparation (CPA 02 : 17.52.90)",,,0,1,1,1
632,17.5Cp,"Ficellerie, corderie, fabrication de filets",33.19Zp,Réparation d'autres équipements,CA : réparation (CPA 02 : 17.52.90),,,1,1,2,2
192,17.5E,Fabrication de non-tissés,13.95Z,"Fabrication de non-tissés, sauf habillement",,,,0,0,1,1
193,17.5Gp,Industries textiles n.c.a.,13.96Z,Fabrication d'autres textiles techniques et industriels,"CC : tout sauf NC
NC : - fabrication de textiles non industriels  (CPA 02 : 17.54p)                                                                                               - fabrication d'ouates de matières textiles et d'articles de ouaterie : serviettes et tampons périodiques (CPA 02 : 17.54.31p)",,,0,1,1,1
194,17.5Gp,Industries textiles n.c.a.,13.99Zp,Fabrication d'autres textiles n.c.a.,CC : fabrication des textiles non industriels (CPA 02 : 17.54p)                                                                                              ,,,1,1,1,2
228,17.5Gp,Industrie textile n.c.a.,17.22Zp,Fabrication d'articles en papier à usage sanitaire ou domestique,CA : fabrication d'ouates de matières textiles et d'articles de ouaterie : serviettes et tampons périodiques (CPA 02 : 17.54.31p),,,1,1,1,3
185,17.6Z,Fabrication d'étoffes à mailles,13.91Zp,Fabrication d'étoffes à mailles,,,,1,0,1,1
202,17.7Ap,Fabrication de bas et chaussettes,14.19Zp,Fabrication d'autres vêtements et accessoires,CA : fabrication d'articles chaussants en textile sans semelle rapportée (CPA 02 : 17.71.1),,,1,1,1,1
205,17.7Ap,Fabrication de bas et chaussettes,14.31Z,Fabrication d'articles chaussants à mailles,"CC : tout à l'exception de NC
NC : fabrication  d'articles chaussants en textile sans semelle rapportée (CPA 02 : 17.71.1)",,,0,1,1,2
206,17.7C,Fabrication de pull-overs et articles similaires,14.39Z,Fabrication d'autres articles à mailles,,,,0,0,1,1
196,18.1Zp,Fabrication de vêtements en cuir,14.11Z,Fabrication de vêtements en cuir,"CC : tout à l'exception de NC 
NC : fabrication des vêtements de protection y compris contre le feu (CPA 02 : 18.10.10p) ",,,0,1,1,1
544,18.1Zp,Fabrication de vêtements en cuir,32.99Zp,Autres activités manufacturières n.c.a. ,CA : fabrication de vêtements de protection en cuir (CPA 02 : 18.10.10p),,,1,1,1,2
197,18.2A,Fabrication de vêtements de travail,14.12Z,Fabrication de vêtements de travail,"CC : tout à l'exception de NC 
NC : fabrication des vêtements de protection y compris contre le feu (CPA 02 : 18.21p) ",,,0,0,1,1
198,18.2C,Fabrication de vêtements sur mesure,14.13Zp,Fabrication de vêtements de dessus,,,,1,0,1,1
199,18.2D,Fabrication de vêtements de dessus pour hommes et garçonnets,14.13Zp,Fabrication de vêtements de dessus,,,,1,0,2,1
200,18.2E,Fabrication de vêtements de dessus pour femmes et fillettes,14.13Zp,Fabrication de vêtements de dessus,,,,1,0,3,1
201,18.2G,Fabrication de vêtements de dessous,14.14Z,Fabrication de vêtements de dessous,,,,0,0,1,1
203,18.2Jp,Fabrication d'autres vêtements et accessoires,14.19Zp,Fabrication d'autres vêtements et accessoires,"CC : tout à l'exception de NC
NC : -  fabrication des vêtements de protection y compris contre le feu (CPA 02 : 18.24.32p) 
- fabrication de ceintures de sécurité pour installateurs de ligne et autres ceintures de travail (CPA 02 18.24.31p)",,,1,1,2,1
545,18.2Jp,Fabrication d'autres vêtements et accessoires,32.99Zp,Autres activités manufacturières n.c.a. ,"CA : - fabrication de ceintures de sécurité pour installateurs de ligne et autres ceintures de travail (CPA 02 18.24.31p)
- fabrication de vêtements de protection y compris contre le feu (CPA 02 : 18.24.32p)
",,,1,1,2,2
183,18.3Zp,Industrie des fourrures,13.20Zp,Tissage,"CA : fabrication d'imitations de fourrures et de fourrures artificielles,  sauf à maille (CPA 02 : 18.30.13p)",,,1,1,6,1
186,18.3Zp,Industrie des fourrures,13.91Zp,Fabrication d'étoffes à mailles,CA : fabrication d'imitations de fourrures et de fourrures artificielles à mailles (CPA 02 : 18.30.13p),,,1,1,2,2
204,18.3Zp,Industrie des fourrures,14.20Z,Fabrication d'articles en fourrure,CC : tout à l'exception de NC                                                                                                 NC : -  apprêtage et teinture des fourrures  (CPA 02 : 18.30.11)                                                                                         - fabrication des fourrures artificielles et d'imitations de fourrures (CPA 02 : 18.30.13),,,0,1,1,3
207,18.3Zp,Industrie des fourrures,15.11Zp,Apprêt et tannage des cuirs ; préparation et teinture des fourrures,CA : apprêtage et teinture des fourrures (CPA 02 : 18.30.11),,,1,1,1,4
208,19.1Z,Apprêt et tannage des cuirs,15.11Zp,Apprêt et tannage des cuirs ; préparation et teinture des fourrures,,,,1,0,2,1
209,19.2Z,Fabrication d'articles de voyage et de maroquinerie,15.12Zp,"Fabrication d'articles de voyage, de maroquinerie et de sellerie",,,,1,0,1,1
211,19.3Zp,Fabrication de chaussures,15.20Z,Fabrication de chaussures,"CC : tout à l'exception de NC                                                                                                   NC : -  parties de chaussures en bois ou en plastique (CPA 02 : 19.30.40p)
- fabrication de chaussures de ski (CPA 02 : 19.30.21)
- talons et semelles en caoutchouc (CPA 02 : 19.30.40p)
",,,0,1,1,1
219,19.3Zp,Fabrication de chaussures,16.29Zp,"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie","CA : fabrication de parties de chaussure en bois (CPA 02 : 19.30.40p)
",,,1,1,1,2
279,19.3Zp,Fabrication de chaussures,22.19Zp,Fabrication d'autres articles en caoutchouc,"CA :  fabrication de parties en caoutchouc, de talons, semelles, chaussures (CPA 02 : 19.30.40p)",,,1,1,1,3
288,19.3Zp,Fabrication de chaussures,22.29Bp,Fabrication de produits de consommation courante en matières plastiques,"CA :  fabrication de parties de chaussure en matière plastique (CPA 02 : 19.30.40p)
",,,1,1,1,4
528,19.3Zp,Fabrication de chaussures,32.30Zp,Fabrication d'articles de sport,CA : - fabrication de chaussures de ski (CPA 02 : 19.30.21),,,1,1,1,5
213,20.1A,Sciage et rabotage du bois,16.10Ap,"Sciage et rabotage du bois, hors imprégnation","CC :  sciage, rabotage du bois
NC :  fabrication de bois d'industrie (CPA 02 : 02.01.15)
",,,1,0,2,1
214,20.1B,Imprégnation du bois,16.10B,Imprégnation du bois,"CC : imprégnation du bois (CPA 02 : 20.10.90)
NC : fabrication de bois d'industrie (CPA 02 : 02.01.15)
",,,0,0,1,1
215,20.2Z,Fabrication de panneaux de bois,16.21Z,Fabrication de placage et de panneaux de bois,,,,0,0,1,1
216,20.3Zp,Fabrication de charpentes et de menuiseries,16.22Z,Fabrication de parquets assemblés,"CC : fabrication de parquets assemblés (CPA 02 : 20.30.12p)
NC : fabrication de charpentes et de menuiseries",,,0,1,1,1
217,20.3Zp,Fabrication de charpentes et de menuiseries,16.23Z,Fabrication de charpentes et d'autres menuiseries,"CC : fabrication de charpentes et de menuiseries
NC : - fabrication de parquets assemblés (CPA 02 : 20.30.12p)
- suppression de la règle conventionnelle affectant en industrie la pose de charpentes et de menuiseries fabriquées par l'entreprise (CPA 02 : 20.30.90)",,,0,1,1,2
